MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MBER_SEXDSTN_FLAG_CD
"2","동구(부산)","성인","일반","49","관리자","참가","20231004","F"
"1","사상","성인","일반","47","관리자","3등급","20231004","F"
"3","연제","성인","일반","30","관리자","참가","20231004","F"
"1","세종","청소년","일반","17","관리자","참가","20231004","M"
"1","고양","청소년","일반","18","관리자","참가","20231004","F"
"2","KSPO광주","청소년","일반","18","관리자","3등급","20231004","M"
"1","서초","어르신","일반","67","관리자","참가","20231004","M"
"1","서초","성인","일반","51","관리자","참가","20231004","M"
"1","KSPO대구","청소년","일반","18","관리자","3등급","20231004","M"
"1","오산","성인","일반","37","관리자","2등급","20231004","F"
"1","KSPO아산(출장)","성인","출장","22","관리자","참가","20231004","F"
"1","구미","어르신","출장","66","관리자","2등급","20231004","F"
"1","KSPO아산(출장)","성인","출장","22","관리자","참가","20231004","F"
"1","KSPO아산(출장)","성인","출장","25","관리자","참가","20231004","F"
"1","제주","유소년","일반","11","관리자","참가","20231004","F"
"1","북구(광주)","성인","일반","33","관리자","참가","20231004","F"
"1","KSPO아산(출장)","성인","출장","40","관리자","참가","20231004","M"
"2","KSPO송파(출장A)","청소년","출장","18","관리자","1등급","20231004","M"
"1","정읍","청소년","출장","18","관리자","1등급","20231004","M"
"2","KSPO송파(출장A)","청소년","출장","18","관리자","참가","20231004","M"
"2","정읍","청소년","출장","18","관리자","참가","20231004","M"
"2","정읍","청소년","출장","18","관리자","참가","20231004","M"
"2","정읍","청소년","출장","18","관리자","참가","20231004","M"
"2","KSPO송파(출장A)","청소년","출장","18","관리자","참가","20231004","M"
"2","KSPO송파(출장A)","청소년","출장","17","관리자","1등급","20231004","M"
"1","정읍","청소년","출장","17","관리자","2등급","20231004","M"
"2","정읍","청소년","출장","18","관리자","참가","20231004","M"
"5","정읍","청소년","출장","18","관리자","참가","20231004","M"
"2","KSPO송파(출장A)","청소년","출장","18","관리자","1등급","20231004","M"
"1","KSPO아산(출장)","성인","출장","23","관리자","참가","20231004","F"
"1","구미","성인","출장","61","관리자","참가","20231004","F"
"1","구미","성인","출장","60","관리자","2등급","20231004","F"
"1","의정부","유아기","출장","52","관리자","참가","20231004","M"
"1","KSPO아산","어르신","일반","68","관리자","2등급","20231004","F"
"1","KSPO대구","성인","일반","62","관리자","3등급","20231004","F"
"1","보은","어르신","출장","65","관리자","참가","20231004","F"
"1","구미","성인","출장","39","관리자","3등급","20231004","F"
"1","KSPO대구","청소년","일반","18","관리자","2등급","20231004","M"
"1","구미","성인","출장","63","관리자","3등급","20231004","F"
"1","양평","성인","일반","62","관리자","3등급","20231004","F"
"1","양평","어르신","일반","68","관리자","3등급","20231004","M"
"1","원주","청소년","출장","18","관리자","참가","20231004","F"
"1","원주","청소년","출장","18","관리자","참가","20231004","M"
"1","정읍","청소년","출장","18","관리자","3등급","20231004","M"
"2","정읍","청소년","출장","17","관리자","3등급","20231004","M"
"2","KSPO송파(출장A)","청소년","출장","18","관리자","3등급","20231004","M"
"2","정읍","청소년","출장","18","관리자","2등급","20231004","M"
"2","정읍","청소년","출장","17","관리자","3등급","20231004","M"
"1","춘천","성인","일반","33","관리자","3등급","20231004","M"
"2","정읍","청소년","출장","17","관리자","참가","20231004","M"
"1","원주","성인","출장","19","관리자","참가","20231004","M"
"1","정읍","청소년","출장","16","관리자","3등급","20231004","M"
"2","정읍","청소년","출장","18","관리자","참가","20231004","M"
"2","정읍","청소년","출장","17","관리자","참가","20231004","M"
"1","오산","성인","일반","63","관리자","참가","20231004","F"
"1","정읍","청소년","출장","18","관리자","참가","20231004","M"
"2","정읍","청소년","출장","18","관리자","참가","20231004","M"
"1","부천","어르신","일반","65","관리자","참가","20231004","M"
"2","정읍","청소년","출장","18","관리자","3등급","20231004","M"
"2","KSPO대구","성인","일반","30","관리자","참가","20231004","M"
"1","부천","어르신","일반","65","관리자","3등급","20231004","F"
"2","KSPO송파(출장A)","청소년","출장","18","관리자","참가","20231004","M"
"1","정읍","청소년","출장","18","관리자","2등급","20231004","M"
"2","정읍","청소년","출장","16","관리자","참가","20231004","M"
"2","정읍","청소년","출장","16","관리자","참가","20231004","M"
"2","정읍","청소년","출장","16","관리자","참가","20231004","M"
"2","정읍","청소년","출장","16","관리자","참가","20231004","M"
"2","정읍","청소년","출장","16","관리자","참가","20231004","M"
"1","KSPO대구","성인","일반","47","관리자","참가","20231004","M"
"2","KSPO송파(출장A)","청소년","출장","17","관리자","2등급","20231004","M"
"1","KSPO송파","성인","일반","61","관리자","3등급","20231004","M"
"2","정읍","청소년","출장","16","관리자","참가","20231004","F"
"2","정읍","청소년","출장","16","관리자","참가","20231004","F"
"2","정읍","청소년","출장","18","관리자","참가","20231004","M"
"2","정읍","청소년","출장","18","관리자","참가","20231004","M"
"2","정읍","청소년","출장","15","관리자","참가","20231004","M"
"2","정읍","청소년","출장","16","관리자","1등급","20231004","M"
"1","원주","성인","출장","21","관리자","참가","20231004","M"
"1","정읍","청소년","출장","18","관리자","3등급","20231004","M"
"1","정읍","청소년","출장","18","관리자","3등급","20231004","M"
"2","정읍","청소년","출장","18","관리자","2등급","20231004","M"
"1","원주","성인","출장","20","관리자","2등급","20231004","M"
"1","정읍","청소년","출장","17","관리자","참가","20231004","M"
"2","정읍","청소년","출장","18","관리자","참가","20231004","M"
"2","정읍","청소년","출장","18","관리자","참가","20231004","M"
"2","정읍","청소년","출장","16","관리자","2등급","20231004","M"
