MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MBER_SEXDSTN_FLAG_CD
1,광명,성인,일반,60,관리자,참가증,20110101,F
1,남구(부산),성인,일반,49,관리자,참가증,20110101,F
1,광산,성인,일반,63,관리자,3등급,20110101,F
1,남구(부산),성인,일반,57,관리자,참가증,20110101,F
1,남구(부산),성인,일반,48,관리자,참가증,20110101,F
1,광명,성인,일반,63,관리자,3등급,20110101,F
1,광산,성인,일반,64,관리자,참가증,20110101,F
1,남구(부산),성인,일반,49,관리자,참가증,20110101,F
1,남구(부산),성인,일반,49,관리자,3등급,20110101,F
1,광명,성인,일반,62,관리자,참가증,20110101,F
1,남구(부산),성인,일반,45,관리자,참가증,20110101,F
1,남구(부산),성인,일반,43,관리자,3등급,20110101,F
