MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MBER_SEXDSTN_FLAG_CD
"1","제주","성인","일반","20","관리자","2등급","20230801","M"
"2","오산","성인","일반","21","관리자","3등급","20230801","F"
"1","KSPO송파","성인","일반","26","관리자","참가","20230801","F"
"1","미추홀","성인","일반","21","관리자","참가","20230801","F"
"1","중구(서울)","어르신","출장","69","관리자","참가","20230801","F"
"1","중구(서울)","어르신","출장","83","관리자","3등급","20230801","M"
"6","KSPO아산","성인","일반","20","관리자","2등급","20230801","M"
"1","동작","성인","일반","20","관리자","참가","20230801","F"
"1","오산","성인","일반","22","관리자","참가","20230801","F"
"1","오산","성인","일반","25","관리자","2등급","20230801","F"
"1","화성","성인","일반","23","관리자","1등급","20230801","F"
"1","사천","성인","일반","35","관리자","참가","20230801","M"
"1","KSPO대구","청소년","일반","18","관리자","1등급","20230801","M"
"2","세종","청소년","일반","14","관리자","3등급","20230801","M"
"2","KSPO대구","성인","일반","22","관리자","참가","20230801","F"
"1","부천","성인","일반","24","관리자","참가","20230801","F"
"1","남구(부산)","성인","일반","20","관리자","참가","20230801","F"
"1","미추홀","성인","일반","61","관리자","참가","20230801","F"
"1","의정부","성인","일반","20","관리자","3등급","20230801","M"
"2","KSPO아산","청소년","일반","18","관리자","참가","20230801","M"
"1","고양","성인","일반","59","관리자","2등급","20230801","F"
"1","전주","성인","출장","57","관리자","참가","20230801","F"
"3","서대문","성인","일반","26","관리자","3등급","20230801","M"
"1","서구(대전)","성인","일반","28","관리자","3등급","20230801","F"
"1","전주","성인","출장","55","관리자","참가","20230801","F"
"1","태백","성인","출장","51","관리자","참가","20230801","M"
"1","태백","성인","출장","52","관리자","3등급","20230801","F"
"1","오산","성인","일반","19","관리자","참가","20230801","F"
"1","서대문","성인","일반","58","관리자","3등급","20230801","M"
"1","전주","성인","출장","57","관리자","참가","20230801","F"
"1","전주","성인","일반","52","관리자","3등급","20230801","F"
"1","화성","성인","일반","62","관리자","1등급","20230801","M"
"1","광주","성인","일반","23","관리자","참가","20230801","F"
"2","양평","성인","일반","24","관리자","2등급","20230801","F"
"1","KSPO대구","어르신","일반","68","관리자","참가","20230801","M"
"1","춘천","성인","일반","21","관리자","참가","20230801","F"
"1","성동","성인","일반","26","관리자","참가","20230801","F"
"1","충주","성인","일반","23","관리자","1등급","20230801","F"
"2","남구(울산)","성인","일반","25","관리자","3등급","20230801","F"
"1","서초","성인","일반","25","관리자","1등급","20230801","F"
"1","사하","성인","일반","23","관리자","3등급","20230801","F"
"5","화성","성인","일반","60","관리자","1등급","20230801","F"
"1","부천","성인","일반","22","관리자","참가","20230801","F"
"1","성동","성인","일반","26","관리자","3등급","20230801","F"
"1","연수","성인","일반","48","관리자","참가","20230801","M"
"1","북구(광주)","성인","일반","37","관리자","참가","20230801","F"
"1","마포","성인","일반","20","관리자","참가","20230801","F"
"1","KSPO아산","성인","일반","24","관리자","참가","20230801","F"
"1","전주","성인","출장","53","관리자","3등급","20230801","F"
"1","전주","성인","출장","61","관리자","참가","20230801","M"
"5","성동","성인","일반","61","관리자","3등급","20230801","M"
"2","KSPO송파(출장A)","성인","출장","31","관리자","1등급","20230801","M"
"5","마포","성인","일반","24","관리자","참가","20230801","F"
"4","중구(서울)","어르신","출장","71","관리자","참가","20230801","F"
"1","미추홀","성인","일반","23","관리자","3등급","20230801","F"
"3","남구(울산)","성인","일반","50","관리자","3등급","20230801","M"
"1","화성","성인","일반","24","관리자","3등급","20230801","F"
"1","동작","성인","일반","24","관리자","참가","20230801","M"
"1","전주","성인","출장","49","관리자","2등급","20230801","F"
"2","중구(서울)","어르신","출장","82","관리자","참가","20230801","M"
