MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MBER_SEXDSTN_FLAG_CD
2,광산,성인,일반,41,관리자,3등급,20120701,F
2,원주,성인,일반,41,관리자,참가증,20120701,F
2,광명,성인,일반,43,관리자,참가증,20120701,F
1,광산,성인,일반,63,기타,참가증,20120702,F
1,원주,성인,일반,39,관리자,참가증,20120702,F
1,남구(부산),성인,일반,42,관리자,참가증,20120702,F
1,광산,성인,일반,19,관리자,참가증,20120702,F
1,광산,성인,일반,19,관리자,참가증,20120702,F
1,원주,성인,일반,50,관리자,참가증,20120702,F
1,원주,성인,일반,47,관리자,참가증,20120702,F
1,원주,성인,일반,49,관리자,참가증,20120702,F
1,원주,성인,일반,39,관리자,참가증,20120702,F
1,광산,성인,일반,21,관리자,참가증,20120702,F
1,광산,성인,일반,19,관리자,참가증,20120702,F
1,광산,성인,일반,19,관리자,참가증,20120702,F
1,광산,성인,일반,21,관리자,참가증,20120702,F
1,광산,성인,일반,22,관리자,참가증,20120702,F
1,광산,성인,일반,20,관리자,참가증,20120702,F
1,광산,성인,일반,23,관리자,참가증,20120702,M
1,남구(부산),성인,일반,43,관리자,3등급,20120702,F
1,광산,성인,일반,19,관리자,참가증,20120702,F
1,광산,성인,일반,19,관리자,참가증,20120702,F
1,원주,성인,일반,39,관리자,참가증,20120702,F
1,광산,성인,일반,19,관리자,3등급,20120702,F
1,광산,성인,일반,23,관리자,참가증,20120702,M
1,광산,성인,일반,20,관리자,참가증,20120702,F
1,광산,성인,일반,44,관리자,3등급,20120702,M
1,광명,성인,일반,64,관리자,참가증,20120702,M
1,광명,성인,일반,41,관리자,참가증,20120702,F
1,남구(부산),성인,일반,46,관리자,3등급,20120702,M
1,광산,성인,일반,26,관리자,참가증,20120702,M
1,광명,성인,일반,54,관리자,참가증,20120702,F
1,원주,성인,일반,23,관리자,참가증,20120702,M
1,광명,성인,일반,59,관리자,참가증,20120702,F
1,광명,성인,일반,46,기타,참가증,20120702,F
1,광명,성인,일반,62,관리자,참가증,20120702,M
1,광명,성인,일반,53,기타,참가증,20120702,F
1,광명,성인,일반,51,기타,참가증,20120702,M
1,남구(부산),성인,일반,55,관리자,참가증,20120702,M
1,원주,성인,일반,54,관리자,참가증,20120702,F
1,광산,성인,일반,19,관리자,참가증,20120702,F
1,광명,성인,일반,43,기타,참가증,20120702,F
1,광명,성인,일반,50,기타,참가증,20120702,F
