MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MBER_SEXDSTN_FLAG_CD
1,,성인,일반,20,기타,참가증,20111101,M
1,,성인,일반,63,기타,3등급,20111101,M
1,,성인,일반,26,기타,3등급,20111101,F
1,,성인,일반,45,기타,2등급,20111101,M
1,,성인,일반,52,기타,참가증,20111101,M
1,,성인,일반,40,기타,참가증,20111101,M
1,,성인,일반,48,기타,참가증,20111101,M
1,,성인,일반,49,기타,2등급,20111101,M
1,,성인,일반,32,기타,참가증,20111101,F
1,,성인,일반,43,기타,참가증,20111101,M
1,,성인,일반,62,기타,참가증,20111101,F
1,,성인,일반,59,기타,2등급,20111101,F
1,,성인,일반,56,기타,참가증,20111101,F
1,,성인,일반,57,기타,3등급,20111101,F
1,,성인,일반,63,기타,참가증,20111101,F
1,,성인,일반,30,기타,2등급,20111101,M
1,,성인,일반,59,기타,참가증,20111101,M
1,,성인,일반,42,기타,3등급,20111101,F
1,,성인,일반,58,기타,3등급,20111101,F
1,,성인,일반,38,기타,1등급,20111101,F
1,,성인,일반,37,기타,참가증,20111101,M
1,,성인,일반,32,기타,3등급,20111101,F
1,,성인,일반,57,기타,3등급,20111101,M
1,,성인,일반,52,기타,3등급,20111101,M
1,,성인,일반,45,기타,3등급,20111101,M
1,,성인,일반,37,기타,3등급,20111101,M
1,,성인,일반,21,기타,참가증,20111101,M
1,,성인,일반,21,기타,참가증,20111101,M
1,,성인,일반,20,기타,참가증,20111101,M
1,,성인,일반,21,기타,참가증,20111101,M
2,국민체력사업팀,성인,일반,24,기타,2등급,20111101,F
1,,성인,일반,55,기타,1등급,20111101,M
1,,성인,일반,54,기타,3등급,20111101,F
1,,성인,일반,45,기타,3등급,20111101,M
1,,성인,일반,42,기타,1등급,20111101,M
1,,성인,일반,39,기타,3등급,20111101,M
1,,성인,일반,47,기타,2등급,20111101,M
1,,성인,일반,50,기타,2등급,20111101,M
1,,성인,일반,43,기타,3등급,20111101,M
1,,성인,일반,33,기타,참가증,20111101,F
1,,성인,일반,40,기타,3등급,20111101,M
1,,성인,일반,52,기타,1등급,20111101,M
1,,성인,일반,42,기타,2등급,20111101,M
1,,성인,일반,48,기타,참가증,20111101,M
1,,성인,일반,52,기타,1등급,20111101,M
1,,성인,일반,33,기타,2등급,20111101,M
1,,성인,일반,37,기타,1등급,20111101,F
1,,성인,일반,34,기타,참가증,20111101,M
1,,성인,일반,40,기타,2등급,20111101,M
1,,성인,일반,21,기타,참가증,20111101,M
1,,성인,일반,32,기타,참가증,20111101,M
1,,성인,일반,21,기타,참가증,20111101,M
1,,성인,일반,52,기타,참가증,20111101,F
1,,성인,일반,21,기타,참가증,20111101,M
1,,성인,일반,21,기타,3등급,20111101,M
1,,성인,일반,51,기타,3등급,20111101,F
1,,성인,일반,58,기타,3등급,20111101,F
1,,성인,일반,30,기타,참가증,20111101,F
1,국민체력사업팀,성인,일반,28,기타,참가증,20111102,M
1,국민체력사업팀,성인,일반,37,기타,2등급,20111102,M
1,국민체력사업팀,성인,일반,28,기타,참가증,20111102,M
4,국민체력사업팀,성인,일반,30,기타,참가증,20111102,F
1,국민체력사업팀,성인,일반,51,기타,3등급,20111102,M
1,국민체력사업팀,성인,일반,33,기타,참가증,20111102,M
1,국민체력사업팀,성인,일반,23,기타,3등급,20111102,F
1,국민체력사업팀,성인,일반,36,기타,1등급,20111102,F
1,국민체력사업팀,성인,일반,27,기타,3등급,20111102,F
1,국민체력사업팀,성인,일반,28,기타,3등급,20111102,F
1,국민체력사업팀,성인,일반,47,기타,3등급,20111102,F
1,국민체력사업팀,성인,일반,43,기타,3등급,20111102,F
1,국민체력사업팀,성인,일반,24,기타,참가증,20111102,F
1,국민체력사업팀,성인,일반,40,기타,참가증,20111102,F
1,국민체력사업팀,성인,일반,38,기타,참가증,20111102,F
1,국민체력사업팀,성인,일반,42,기타,참가증,20111102,M
1,국민체력사업팀,성인,일반,45,기타,3등급,20111102,M
1,국민체력사업팀,성인,일반,45,기타,참가증,20111102,F
1,국민체력사업팀,성인,일반,46,기타,참가증,20111102,F
1,국민체력사업팀,성인,일반,59,기타,참가증,20111102,M
1,국민체력사업팀,성인,일반,37,기타,참가증,20111102,M
1,국민체력사업팀,성인,일반,46,기타,참가증,20111102,M
1,,성인,일반,37,기타,참가증,20111102,F
1,,성인,일반,37,기타,참가증,20111102,M
1,,성인,일반,25,기타,참가증,20111102,M
1,,성인,일반,43,기타,2등급,20111102,F
