MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MBER_SEXDSTN_FLAG_CD
"1","동작","성인","일반","20","관리자","1등급","20230901","M"
"1","서대문","성인","일반","19","관리자","3등급","20230901","M"
"1","남원","성인","일반","26","관리자","3등급","20230901","M"
"1","KSPO아산(출장)","성인","출장","35","관리자","참가","20230901","M"
"1","영암","성인","일반","59","관리자","3등급","20230901","M"
"1","세종","청소년","출장","17","관리자","참가","20230901","F"
"1","세종","청소년","출장","17","관리자","참가","20230901","F"
"1","세종","청소년","출장","17","관리자","참가","20230901","F"
"1","세종","청소년","출장","17","관리자","3등급","20230901","M"
"1","세종","청소년","출장","17","관리자","참가","20230901","M"
"2","세종","청소년","출장","17","관리자","2등급","20230901","M"
"1","세종","청소년","출장","17","관리자","3등급","20230901","F"
"1","KSPO대구(출장A)","청소년","출장","17","관리자","3등급","20230901","M"
"1","KSPO송파(출장A)","청소년","출장","16","관리자","참가","20230901","F"
"1","전주","유아기","출장","68","관리자","참가","20230901","F"
"1","충주","청소년","출장","15","관리자","3등급","20230901","M"
"1","사하","성인","출장","57","관리자","3등급","20230901","M"
"1","KSPO아산(출장)","성인","출장","54","관리자","참가","20230901","M"
"1","구미","성인","출장","20","관리자","참가","20230901","F"
"1","구미","성인","출장","20","관리자","참가","20230901","F"
"1","전주","유아기","출장","68","관리자","2등급","20230901","F"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","사하","성인","출장","25","관리자","1등급","20230901","M"
"1","KSPO송파(출장A)","성인","출장","28","관리자","2등급","20230901","M"
"1","KSPO송파(출장A)","성인","출장","58","관리자","2등급","20230901","F"
"1","창원마산회원","성인","일반","39","관리자","참가","20230901","F"
"1","창원마산회원","성인","일반","42","관리자","3등급","20230901","M"
"1","충주","청소년","출장","16","관리자","참가","20230901","F"
"1","동구(인천)","성인","일반","31","관리자","3등급","20230901","F"
"1","세종","청소년","출장","18","관리자","2등급","20230901","M"
"1","전주","유아기","출장","64","관리자","3등급","20230901","F"
"1","세종","청소년","출장","16","관리자","3등급","20230901","F"
"1","세종","청소년","출장","17","관리자","3등급","20230901","M"
"2","세종","청소년","출장","16","관리자","참가","20230901","F"
"1","세종","청소년","출장","17","관리자","참가","20230901","F"
"1","세종","청소년","출장","17","관리자","3등급","20230901","M"
"1","세종","청소년","출장","17","관리자","3등급","20230901","F"
"1","세종","청소년","출장","18","관리자","3등급","20230901","M"
"1","세종","청소년","출장","18","관리자","2등급","20230901","F"
"3","사하","성인","출장","42","관리자","참가","20230901","F"
"3","사하","성인","출장","61","관리자","참가","20230901","F"
"3","사하","성인","출장","56","관리자","참가","20230901","F"
"1","중구(서울)","성인","일반","20","관리자","참가","20230901","M"
"1","제주","청소년","일반","18","관리자","참가","20230901","M"
"2","보은","어르신","출장","69","관리자","참가","20230901","F"
"2","세종","청소년","출장","17","관리자","참가","20230901","M"
"2","세종","청소년","출장","18","관리자","참가","20230901","M"
"3","세종","청소년","출장","18","관리자","3등급","20230901","F"
"3","세종","청소년","출장","18","관리자","참가","20230901","M"
"3","보은","어르신","출장","84","관리자","2등급","20230901","F"
"2","보은","어르신","출장","78","관리자","참가","20230901","F"
"3","보은","어르신","출장","74","관리자","3등급","20230901","F"
"1","서구(광주)","성인","일반","53","관리자","참가","20230901","F"
"1","성동","성인","일반","42","관리자","참가","20230901","F"
"1","성동","성인","일반","63","관리자","참가","20230901","F"
"1","목포","성인","일반","22","관리자","참가","20230901","M"
"1","KSPO대구(출장A)","청소년","출장","16","관리자","참가","20230901","M"
"1","구미","성인","출장","22","관리자","참가","20230901","M"
"1","세종","청소년","출장","18","관리자","참가","20230901","F"
"8","강북","어르신","일반","71","관리자","참가","20230901","M"
"1","중구(서울)","성인","일반","25","관리자","참가","20230901","F"
"1","곡성","성인","일반","64","관리자","3등급","20230901","M"
"6","안동","성인","일반","32","관리자","참가","20230901","M"
"3","전주","성인","일반","62","관리자","참가","20230901","F"
"1","서대문","성인","일반","37","관리자","3등급","20230901","M"
"2","남구(부산)","어르신","일반","82","관리자","1등급","20230901","M"
"4","곡성","어르신","일반","74","관리자","2등급","20230901","F"
"3","강북","어르신","일반","72","관리자","참가","20230901","M"
"2","남구(부산)","어르신","일반","69","관리자","3등급","20230901","F"
"13","전주","성인","일반","52","관리자","1등급","20230901","F"
"5","전주","성인","일반","24","관리자","3등급","20230901","F"
"3","중구(서울)","성인","일반","24","관리자","참가","20230901","F"
"5","김천","청소년","일반","18","관리자","참가","20230901","F"
"2","계룡","성인","일반","53","관리자","2등급","20230901","M"
"6","익산","성인","일반","19","관리자","참가","20230901","F"
"2","화성","성인","일반","23","관리자","3등급","20230901","M"
"4","전주","성인","일반","64","관리자","3등급","20230901","M"
"3","화성","성인","일반","30","관리자","참가","20230901","M"
"2","고양","성인","일반","62","관리자","참가","20230901","F"
"8","군산","어르신","일반","74","관리자","참가","20230901","M"
"3","청주","성인","일반","59","관리자","참가","20230901","F"
"2","고양","성인","일반","54","관리자","참가","20230901","F"
"4","군산","성인","일반","47","관리자","참가","20230901","F"
"2","오산","성인","일반","63","관리자","3등급","20230901","M"
"1","서대문","성인","일반","40","관리자","참가","20230901","F"
"1","마포","성인","일반","30","관리자","2등급","20230901","F"
"1","서초","성인","일반","23","관리자","3등급","20230901","F"
"1","서초","성인","일반","25","관리자","1등급","20230901","F"
"1","성남","성인","일반","41","관리자","3등급","20230901","F"
"1","KSPO송파","성인","일반","36","관리자","참가","20230901","M"
"1","남구(부산)","성인","일반","28","관리자","2등급","20230901","F"
"1","양평","성인","일반","42","관리자","참가","20230901","M"
"1","충주","청소년","출장","16","관리자","참가","20230901","M"
"1","KSPO송파","성인","일반","30","관리자","참가","20230901","F"
"1","남구(부산)","성인","일반","37","관리자","3등급","20230901","M"
"18","곡성","어르신","일반","76","관리자","3등급","20230901","F"
"1","충주","청소년","출장","16","관리자","3등급","20230901","M"
"1","충주","청소년","출장","15","관리자","참가","20230901","M"
"1","안산","성인","일반","21","관리자","참가","20230901","M"
"1","제주","청소년","일반","18","관리자","참가","20230901","M"
"1","군산","성인","일반","49","관리자","참가","20230901","F"
"1","성동","성인","일반","22","관리자","참가","20230901","F"
"1","서구(대전)","성인","일반","20","관리자","참가","20230901","M"
"2","원주","성인","일반","64","관리자","2등급","20230901","M"
"1","남구(부산)","성인","일반","41","관리자","참가","20230901","M"
"1","KSPO송파","성인","일반","36","관리자","3등급","20230901","F"
"1","연제","성인","일반","35","관리자","3등급","20230901","M"
"1","제주","청소년","일반","18","관리자","2등급","20230901","M"
"1","제주","청소년","일반","18","관리자","참가","20230901","M"
"1","제주","청소년","일반","17","관리자","참가","20230901","M"
"2","남구(부산)","성인","일반","28","관리자","참가","20230901","M"
"1","순천","성인","일반","34","관리자","참가","20230901","F"
"2","KSPO송파","성인","일반","25","관리자","2등급","20230901","F"
"3","성남","성인","일반","44","관리자","2등급","20230901","M"
"1","부천","성인","일반","38","관리자","참가","20230901","M"
"1","KSPO송파","성인","일반","21","관리자","3등급","20230901","F"
"4","곡성","어르신","일반","69","관리자","참가","20230901","M"
"1","성남","청소년","일반","18","관리자","참가","20230901","M"
"2","순천","성인","일반","55","관리자","참가","20230901","F"
"1","충주","청소년","출장","15","관리자","참가","20230901","M"
"1","마포","성인","일반","22","관리자","2등급","20230901","F"
"2","서대문","성인","일반","22","관리자","3등급","20230901","F"
"2","남원","성인","일반","44","관리자","3등급","20230901","F"
"2","남원","성인","일반","54","관리자","3등급","20230901","F"
"1","곡성","어르신","일반","65","관리자","2등급","20230901","M"
"1","세종","청소년","출장","17","관리자","3등급","20230901","M"
"1","세종","청소년","출장","17","관리자","참가","20230901","F"
"1","세종","청소년","출장","17","관리자","참가","20230901","M"
"1","세종","청소년","출장","16","관리자","참가","20230901","F"
"1","세종","청소년","출장","17","관리자","참가","20230901","F"
"1","세종","청소년","출장","17","관리자","참가","20230901","F"
"1","세종","청소년","출장","17","관리자","참가","20230901","F"
"1","KSPO아산(출장)","성인","출장","37","관리자","참가","20230901","M"
"1","광주","성인","일반","61","관리자","참가","20230901","M"
"1","전주","성인","일반","61","관리자","2등급","20230901","M"
"1","서구(대전)","성인","일반","30","관리자","참가","20230901","F"
"1","전주","유아기","출장","68","관리자","참가","20230901","F"
"1","전주","유아기","출장","61","관리자","3등급","20230901","M"
"4","목포","성인","일반","44","관리자","참가","20230901","M"
"1","세종","청소년","출장","18","관리자","참가","20230901","F"
"1","사하","성인","출장","39","관리자","참가","20230901","M"
"14","청주","성인","일반","62","관리자","2등급","20230901","F"
"1","세종","청소년","출장","17","관리자","참가","20230901","M"
"7","청주","성인","일반","63","관리자","참가","20230901","F"
"1","동구(광주)","성인","일반","24","관리자","참가","20230901","M"
"1","사하","성인","출장","41","관리자","1등급","20230901","M"
"1","양평","어르신","일반","75","관리자","1등급","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","3등급","20230901","F"
"1","의정부","유소년","출장","11","관리자","3등급","20230901","F"
"1","의정부","유소년","출장","11","관리자","참가","20230901","F"
"1","의정부","유소년","출장","11","관리자","2등급","20230901","F"
"1","전주","유아기","출장","65","관리자","참가","20230901","M"
"1","수원","성인","출장","64","관리자","참가","20230901","M"
"1","수원","성인","출장","64","관리자","2등급","20230901","F"
"1","세종","청소년","출장","18","관리자","참가","20230901","M"
"1","KSPO송파","성인","일반","46","관리자","2등급","20230901","M"
"6","순천","성인","일반","37","관리자","1등급","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","2등급","20230901","M"
"1","의정부","유소년","출장","11","관리자","3등급","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","F"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","F"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","3등급","20230901","F"
"1","의정부","유소년","출장","11","관리자","2등급","20230901","M"
"4","전주","어르신","일반","70","관리자","참가","20230901","F"
"13","전주","어르신","일반","65","관리자","참가","20230901","F"
"3","성남","성인","일반","34","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","F"
"1","의정부","유소년","출장","11","관리자","3등급","20230901","F"
"1","의정부","유소년","출장","11","관리자","참가","20230901","F"
"1","오산","성인","일반","22","관리자","2등급","20230901","M"
"4","전주","성인","일반","61","관리자","3등급","20230901","M"
"6","전주","어르신","일반","66","관리자","3등급","20230901","F"
"2","강북","성인","일반","60","관리자","참가","20230901","M"
"3","연제","성인","일반","23","관리자","2등급","20230901","M"
"1","충주","청소년","출장","16","관리자","참가","20230901","M"
"11","화성","성인","일반","63","관리자","1등급","20230901","F"
"17","전주","성인","일반","60","관리자","참가","20230901","F"
"1","목포","성인","일반","34","관리자","참가","20230901","M"
"1","동구(부산)","성인","일반","23","관리자","3등급","20230901","M"
"1","충주","청소년","출장","16","관리자","참가","20230901","F"
"4","순천","성인","일반","28","관리자","참가","20230901","F"
"1","중구(서울)","성인","일반","24","관리자","참가","20230901","M"
"1","포천","성인","일반","34","관리자","1등급","20230901","M"
"1","동구(부산)","성인","일반","62","관리자","3등급","20230901","F"
"1","충주","청소년","출장","16","관리자","참가","20230901","F"
"1","KSPO광주","성인","일반","39","관리자","2등급","20230901","M"
"1","삼척","성인","일반","38","관리자","참가","20230901","M"
"1","달서","어르신","일반","80","관리자","3등급","20230901","F"
"1","KSPO아산(출장)","성인","출장","40","관리자","참가","20230901","M"
"1","안동","성인","일반","59","관리자","참가","20230901","F"
"1","포항","어르신","일반","68","관리자","참가","20230901","F"
"1","KSPO아산(출장)","성인","출장","52","관리자","참가","20230901","M"
"1","사하","성인","출장","24","관리자","참가","20230901","F"
"2","삼척","성인","일반","28","관리자","참가","20230901","M"
"1","충주","청소년","출장","15","관리자","참가","20230901","F"
"1","KSPO대구(출장A)","청소년","출장","17","관리자","3등급","20230901","M"
"1","KSPO아산(출장)","성인","출장","50","관리자","참가","20230901","M"
"1","구미","성인","출장","21","관리자","참가","20230901","M"
"1","전주","유아기","출장","62","관리자","참가","20230901","F"
"1","보은","어르신","출장","76","관리자","참가","20230901","F"
"1","전주","유아기","출장","60","관리자","참가","20230901","F"
"1","세종","청소년","출장","17","관리자","3등급","20230901","M"
"1","세종","청소년","출장","17","관리자","참가","20230901","M"
"1","세종","청소년","출장","16","관리자","참가","20230901","M"
"1","세종","청소년","출장","16","관리자","참가","20230901","F"
"1","세종","청소년","출장","18","관리자","참가","20230901","M"
"1","세종","청소년","출장","16","관리자","참가","20230901","F"
"1","세종","청소년","출장","18","관리자","참가","20230901","M"
"1","KSPO송파(출장A)","청소년","출장","16","관리자","참가","20230901","M"
"1","세종","청소년","출장","18","관리자","참가","20230901","M"
"1","세종","청소년","출장","17","관리자","참가","20230901","M"
"1","성동","성인","일반","25","관리자","2등급","20230901","F"
"2","부천","성인","일반","29","관리자","참가","20230901","M"
"9","청주","성인","일반","64","관리자","2등급","20230901","F"
"1","고양","성인","일반","63","관리자","3등급","20230901","M"
"1","충주","청소년","출장","16","관리자","3등급","20230901","M"
"1","충주","청소년","출장","16","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","충주","청소년","출장","16","관리자","참가","20230901","M"
"1","충주","청소년","출장","16","관리자","참가","20230901","M"
"16","곡성","어르신","일반","68","관리자","3등급","20230901","F"
"1","충주","청소년","출장","15","관리자","참가","20230901","F"
"1","충주","청소년","출장","15","관리자","참가","20230901","M"
"1","충주","청소년","출장","15","관리자","2등급","20230901","M"
"3","고양","성인","일반","56","관리자","3등급","20230901","M"
"39","화성","어르신","일반","71","관리자","1등급","20230901","F"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","F"
"1","의정부","유소년","출장","11","관리자","3등급","20230901","F"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","F"
"1","제주","청소년","일반","18","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","3등급","20230901","M"
"1","의정부","유소년","출장","11","관리자","3등급","20230901","F"
"1","충주","청소년","출장","15","관리자","3등급","20230901","M"
"1","충주","청소년","출장","16","관리자","3등급","20230901","M"
"1","KSPO대구(출장A)","청소년","출장","16","관리자","참가","20230901","M"
"1","KSPO대구(출장A)","청소년","출장","16","관리자","3등급","20230901","M"
"2","천안","성인","일반","25","관리자","3등급","20230901","M"
"2","오산","성인","일반","53","관리자","2등급","20230901","M"
"1","의정부","유소년","출장","11","관리자","3등급","20230901","F"
"1","의정부","유소년","출장","11","관리자","참가","20230901","F"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","제주","청소년","일반","18","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","3등급","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","F"
"1","천안","성인","일반","55","관리자","참가","20230901","M"
"3","고양","성인","일반","55","관리자","참가","20230901","F"
"1","북구(광주)","성인","일반","20","관리자","참가","20230901","M"
"1","스포원(금정)","어르신","일반","76","관리자","참가","20230901","M"
"2","안동","성인","일반","51","관리자","참가","20230901","F"
"1","달서","성인","일반","19","관리자","참가","20230901","M"
"1","KSPO아산(출장)","성인","출장","38","관리자","참가","20230901","M"
"1","스포원(금정)","어르신","일반","65","관리자","참가","20230901","F"
"1","KSPO아산(출장)","성인","출장","30","관리자","참가","20230901","M"
"1","안산","청소년","일반","18","관리자","참가","20230901","M"
"1","KSPO아산(출장)","성인","출장","53","관리자","참가","20230901","M"
"1","KSPO아산(출장)","성인","출장","53","관리자","참가","20230901","M"
"1","KSPO광주","성인","일반","37","관리자","참가","20230901","M"
"1","창원마산회원","성인","일반","63","관리자","2등급","20230901","M"
"1","서구(대전)","성인","일반","30","관리자","참가","20230901","M"
"1","순천","성인","일반","58","관리자","참가","20230901","F"
"1","익산","성인","일반","48","관리자","참가","20230901","M"
"1","전주","유아기","출장","63","관리자","3등급","20230901","M"
"1","전주","유아기","출장","57","관리자","참가","20230901","F"
"1","전주","유아기","출장","68","관리자","참가","20230901","F"
"1","세종","청소년","출장","18","관리자","참가","20230901","M"
"1","세종","청소년","출장","16","관리자","참가","20230901","F"
"4","전주","성인","일반","46","관리자","참가","20230901","M"
"1","수원","성인","출장","62","관리자","참가","20230901","F"
"2","곡성","성인","일반","57","관리자","3등급","20230901","F"
"1","스포원(금정)","성인","일반","44","관리자","3등급","20230901","F"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","3등급","20230901","F"
"1","서구(대전)","성인","일반","53","관리자","3등급","20230901","F"
"1","KSPO대구(출장A)","청소년","출장","17","관리자","3등급","20230901","M"
"1","KSPO대구(출장A)","청소년","출장","17","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"4","사상","성인","일반","37","관리자","참가","20230901","M"
"5","달서","성인","일반","29","관리자","2등급","20230901","M"
"17","곡성","어르신","일반","78","관리자","1등급","20230901","F"
"1","스포원(금정)","어르신","일반","72","관리자","참가","20230901","F"
"1","강북","성인","일반","20","관리자","참가","20230901","M"
"4","KSPO송파","성인","일반","21","관리자","2등급","20230901","M"
"1","KSPO송파(출장A)","청소년","출장","17","관리자","참가","20230901","F"
"2","KSPO송파(출장A)","청소년","출장","17","관리자","참가","20230901","M"
"3","KSPO송파(출장A)","청소년","출장","17","관리자","참가","20230901","M"
"1","수원","성인","출장","62","관리자","참가","20230901","F"
"1","군산","성인","일반","42","관리자","3등급","20230901","F"
"2","사하","성인","출장","42","관리자","1등급","20230901","M"
"1","광산","청소년","일반","18","관리자","2등급","20230901","M"
"1","안동","성인","일반","24","관리자","참가","20230901","M"
"1","시흥","성인","일반","56","관리자","참가","20230901","F"
"3","KSPO송파(출장A)","청소년","출장","16","관리자","참가","20230901","M"
"4","광주","성인","일반","21","관리자","3등급","20230901","M"
"1","구미","성인","출장","22","관리자","참가","20230901","M"
"1","세종","청소년","출장","18","관리자","참가","20230901","F"
"1","세종","청소년","출장","18","관리자","2등급","20230901","M"
"1","수원","성인","출장","58","관리자","참가","20230901","F"
"3","KSPO송파","성인","일반","32","관리자","참가","20230901","M"
"5","광산","성인","일반","29","관리자","2등급","20230901","F"
"1","세종","청소년","출장","17","관리자","3등급","20230901","F"
"1","세종","청소년","출장","16","관리자","2등급","20230901","M"
"2","보은","어르신","출장","73","관리자","참가","20230901","F"
"2","군산","성인","일반","31","관리자","1등급","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","F"
"1","세종","청소년","출장","18","관리자","참가","20230901","M"
"2","남구(부산)","어르신","일반","67","관리자","참가","20230901","F"
"1","세종","청소년","출장","18","관리자","참가","20230901","F"
"3","무안","성인","일반","37","관리자","2등급","20230901","M"
"1","사상","성인","일반","27","관리자","3등급","20230901","M"
"1","스포원(금정)","어르신","일반","77","관리자","3등급","20230901","F"
"13","달서","성인","일반","33","관리자","2등급","20230901","M"
"2","강북","성인","일반","48","관리자","2등급","20230901","F"
"1","시흥","성인","일반","60","관리자","참가","20230901","F"
"2","서구(대전)","성인","일반","21","관리자","참가","20230901","M"
"1","세종","청소년","출장","17","관리자","참가","20230901","F"
"1","수원","성인","출장","62","관리자","참가","20230901","F"
"1","세종","청소년","출장","18","관리자","참가","20230901","F"
"2","성동","성인","일반","26","관리자","2등급","20230901","F"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","남구(부산)","어르신","일반","65","관리자","참가","20230901","F"
"1","중구(서울)","성인","일반","25","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","2등급","20230901","M"
"1","삼척","성인","일반","49","관리자","참가","20230901","F"
"4","KSPO송파","성인","일반","57","관리자","3등급","20230901","M"
"1","포항","성인","일반","45","관리자","참가","20230901","F"
"1","스포원(금정)","성인","일반","63","관리자","참가","20230901","F"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"4","천안","성인","일반","22","관리자","2등급","20230901","F"
"2","서구(대전)","청소년","일반","18","관리자","3등급","20230901","M"
"1","천안","성인","일반","19","관리자","참가","20230901","M"
"1","KSPO아산","성인","일반","55","관리자","참가","20230901","F"
"1","스포원(금정)","어르신","일반","65","관리자","참가","20230901","F"
"1","의정부","유소년","출장","11","관리자","참가","20230901","F"
"1","사상","성인","일반","32","관리자","3등급","20230901","M"
"1","서구(대전)","성인","일반","19","관리자","참가","20230901","M"
"1","KSPO아산(출장)","성인","출장","59","관리자","참가","20230901","M"
"1","세종","청소년","출장","17","관리자","참가","20230901","M"
"1","남구(부산)","성인","일반","59","관리자","참가","20230901","M"
"1","광산","성인","일반","43","관리자","참가","20230901","M"
"1","사상","성인","일반","28","관리자","3등급","20230901","M"
"1","KSPO아산(출장)","성인","출장","31","관리자","참가","20230901","M"
"1","안산","성인","일반","46","관리자","참가","20230901","M"
"1","달서","성인","일반","50","관리자","3등급","20230901","F"
"1","서구(대전)","성인","일반","21","관리자","참가","20230901","M"
"1","KSPO아산(출장)","성인","출장","44","관리자","참가","20230901","M"
"1","KSPO아산(출장)","성인","출장","42","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","F"
"1","춘천","청소년","출장","17","관리자","참가","20230901","M"
"1","KSPO아산(출장)","성인","출장","28","관리자","참가","20230901","M"
"1","KSPO대구(출장A)","청소년","출장","16","관리자","참가","20230901","M"
"1","KSPO송파(출장A)","청소년","출장","15","관리자","참가","20230901","M"
"1","세종","청소년","출장","18","관리자","참가","20230901","F"
"1","KSPO대구(출장A)","청소년","출장","17","관리자","참가","20230901","M"
"1","KSPO송파(출장A)","청소년","출장","16","관리자","참가","20230901","M"
"1","춘천","청소년","출장","18","관리자","참가","20230901","M"
"1","동구(광주)","성인","일반","20","관리자","참가","20230901","F"
"1","서대문","성인","일반","53","관리자","참가","20230901","F"
"1","세종","청소년","출장","17","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","1등급","20230901","F"
"1","춘천","청소년","출장","18","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","3등급","20230901","F"
"1","의정부","유소년","출장","11","관리자","1등급","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"1","의정부","유소년","출장","11","관리자","3등급","20230901","F"
"1","의정부","유소년","출장","11","관리자","3등급","20230901","F"
"1","의정부","유소년","출장","11","관리자","1등급","20230901","F"
"1","의정부","유소년","출장","11","관리자","2등급","20230901","M"
"1","춘천","청소년","출장","17","관리자","참가","20230901","M"
"1","오산","성인","일반","21","관리자","3등급","20230901","M"
"1","의정부","유소년","출장","11","관리자","참가","20230901","M"
"4","김천","청소년","일반","18","관리자","3등급","20230901","F"
"2","고양","성인","일반","61","관리자","2등급","20230901","F"
"3","전주","어르신","일반","75","관리자","참가","20230901","F"
"1","마포","청소년","일반","18","관리자","1등급","20230901","M"
"3","안산","성인","일반","52","관리자","3등급","20230901","M"
"2","고양","성인","일반","40","관리자","2등급","20230901","F"
"1","동구(광주)","청소년","일반","16","관리자","참가","20230901","M"
"1","안산","성인","일반","46","관리자","참가","20230901","M"
"1","고양","성인","일반","24","관리자","3등급","20230901","F"
"1","김천","성인","일반","20","관리자","참가","20230901","M"
"3","전주","어르신","일반","67","관리자","3등급","20230901","F"
"1","세종","청소년","출장","16","관리자","참가","20230901","M"
"6","남원","성인","일반","24","관리자","2등급","20230901","M"
"3","동구(부산)","성인","일반","23","관리자","2등급","20230901","F"
"2","포천","성인","일반","64","관리자","2등급","20230901","M"
"2","KSPO송파","성인","일반","38","관리자","참가","20230901","M"
"1","부천","성인","일반","62","관리자","참가","20230901","F"
"1","세종","청소년","출장","18","관리자","2등급","20230901","M"
"1","KSPO송파","성인","일반","29","관리자","3등급","20230901","F"
"1","세종","청소년","출장","16","관리자","참가","20230901","M"
"1","세종","청소년","출장","17","관리자","참가","20230901","M"
"1","세종","청소년","출장","17","관리자","참가","20230901","M"
"1","마포","성인","일반","61","관리자","참가","20230901","M"
